date,email_sessions,organic_sessisons,volume,cost_Facebook_Prospecting,cost_Google_Pmax,cost_Google_Search,cost_Facebook_Retargeting,cost_TikTok_Prospecting,cost_TikTok_Retargeting,cost_Facebook_Full Funnel,impression_Facebook_Prospecting,impression_Google_Pmax,impression_Google_Search,impression_Facebook_Retargeting,impression_TikTok_Prospecting,impression_TikTok_Retargeting,impression_Facebook_Full Funnel,new_customers,Quantity,net_sales,AOV,week_starting,Date,Retail_sales__total,GAFO_1_,unemployment,cpi,cpi_percent_change,cfi_shipments,ics,fed_rate,mei,sp,sp_pecentage_change,Health_and_personal_care_stores,Pharmacies_and_drug_stores,Miscellaneous_store_retailers,black_friday,christmas,columbus_day,cyber_monday,easter_sunday,fathers_day,good_friday,halloween,hanukkah_start,independence_day,juneteenth,labor_day,memorial_day,mothers_day,presidents_day,prime_day,small_business_saturday,thanksgiving,two_weeks_before_christmas,valentine_day,veterans_day,week_before_christmas
2023-03-11,55280,151005,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2524,13443,129867.82,9.6606278360485,2023-03-11,2023-03-11,147390.0,30610.25,0.875,75.459,1.25,0.29,15.5,1.1625,-0.2,992.14,-0.0068,9021.75,7612.0,3135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-18,185371,256777,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2539,12912,127956.45,9.909886152416355,2023-03-18,2023-03-18,147390.0,30610.25,0.875,75.459,1.25,0.29,15.5,1.1625,-0.2,992.14,-0.0068,9021.75,7612.0,3135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-25,76013,209545,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2566,15070,142134.49,9.431618447246183,2023-03-25,2023-03-25,147390.0,30610.25,0.875,75.459,1.25,0.29,15.5,1.1625,-0.2,992.14,-0.0068,9021.75,7612.0,3135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,107126,230258,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2158,9389,106873.8,11.382873575460646,2023-04-01,2023-04-01,114866.2,24471.4,0.6799999999999999,60.6726,0.9800000000000001,0.22799999999999998,12.74,0.966,-0.08,824.2940000000001,0.0077,6814.6,5765.6,2526.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-08,100867,196972,14,26.52,0.0,0.0,0.0,0.0,0.0,0.0,7078,0,0,0,0,0,0,1887,10921,101204.7,9.266981045691786,2023-04-08,2023-04-08,114866.2,24471.4,0.6799999999999999,60.6726,0.9800000000000001,0.22799999999999998,12.74,0.966,-0.08,824.2940000000001,0.0077,6814.6,5765.6,2526.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-15,81254,168069,16,175.79,0.0,0.0,0.0,0.0,0.0,0.0,33881,0,0,0,0,0,0,1522,7659,73147.79,9.550566653610131,2023-04-15,2023-04-15,114866.2,24471.4,0.6799999999999999,60.6726,0.9800000000000001,0.22799999999999998,12.74,0.966,-0.08,824.2940000000001,0.0077,6814.6,5765.6,2526.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22,89451,181897,16,184.539996,0.0,0.0,0.0,0.0,0.0,0.0,48552,0,0,0,0,0,0,1513,8233,78809.77,9.572424389651404,2023-04-22,2023-04-22,114866.2,24471.4,0.6799999999999999,60.6726,0.9800000000000001,0.22799999999999998,12.74,0.966,-0.08,824.2940000000001,0.0077,6814.6,5765.6,2526.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-29,104484,249840,14,148.66,0.0,0.0,0.0,0.0,0.0,0.0,70069,0,0,0,0,0,0,1567,7374,77345.79,10.488986981285596,2023-04-29,2023-04-29,114866.2,24471.4,0.6799999999999999,60.6726,0.9800000000000001,0.22799999999999998,12.74,0.966,-0.08,824.2940000000001,0.0077,6814.6,5765.6,2526.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-06,49965,169117,14,46.7,0.0,0.0,0.0,0.0,0.0,0.0,27053,0,0,0,0,0,0,1286,6423,60640.8,9.44119570294255,2023-05-06,2023-05-06,153984.75,32166.75,0.9,76.03175,1.0,0.2925,14.75,1.265,-0.025,1036.5425,0.0015,9097.0,7730.75,3517.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-13,65189,181553,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1066,5261,48976.89,9.309425964645504,2023-05-13,2023-05-13,153984.75,32166.75,0.9,76.03175,1.0,0.2925,14.75,1.265,-0.025,1036.5425,0.0015,9097.0,7730.75,3517.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-20,54411,147185,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1137,6577,57354.78,8.720507830317773,2023-05-20,2023-05-20,153984.75,32166.75,0.9,76.03175,1.0,0.2925,14.75,1.265,-0.025,1036.5425,0.0015,9097.0,7730.75,3517.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-27,86654,189682,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1011,5284,48649.41,9.20692846328539,2023-05-27,2023-05-27,153984.75,32166.75,0.9,76.03175,1.0,0.2925,14.75,1.265,-0.025,1036.5425,0.0015,9097.0,7730.75,3517.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-03,46142,113717,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1061,5085,51966.16,10.219500491642084,2023-06-03,2023-06-03,149369.0,31466.5,0.9,76.27725,0.75,0.2875,16.05,1.27,0.1,1086.3425,0.012025,8960.25,7586.5,3479.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-10,51939,110473,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1217,6533,63790.34,9.764325730904638,2023-06-10,2023-06-10,149369.0,31466.5,0.9,76.27725,0.75,0.2875,16.05,1.27,0.1,1086.3425,0.012025,8960.25,7586.5,3479.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-17,71370,139896,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1228,5606,73193.06,13.05620049946486,2023-06-17,2023-06-17,149369.0,31466.5,0.9,76.27725,0.75,0.2875,16.05,1.27,0.1,1086.3425,0.012025,8960.25,7586.5,3479.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-24,87653,178883,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2052,10893,87249.82,8.0097144955476,2023-06-24,2023-06-24,149369.0,31466.5,0.9,76.27725,0.75,0.2875,16.05,1.27,0.1,1086.3425,0.012025,8960.25,7586.5,3479.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,47639,137080,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1679,6655,73122.32,10.987576258452291,2023-07-01,2023-07-01,118230.0,25267.4,0.7,61.1382,0.64,0.22400000000000003,14.3,1.024,0.1,901.616,0.0074800000000000005,6821.6,5803.4,2593.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-08,38431,113340,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1421,7269,69911.27,9.61772871096437,2023-07-08,2023-07-08,118230.0,25267.4,0.7,61.1382,0.64,0.22400000000000003,14.3,1.024,0.1,901.616,0.0074800000000000005,6821.6,5803.4,2593.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-15,45658,120419,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1192,6308,62231.39,9.865470830691184,2023-07-15,2023-07-15,118230.0,25267.4,0.7,61.1382,0.64,0.22400000000000003,14.3,1.024,0.1,901.616,0.0074800000000000005,6821.6,5803.4,2593.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-22,29014,128668,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3057,17983,137726.06,7.658680976477784,2023-07-22,2023-07-22,118230.0,25267.4,0.7,61.1382,0.64,0.22400000000000003,14.3,1.024,0.1,901.616,0.0074800000000000005,6821.6,5803.4,2593.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-29,82266,177738,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3460,19176,163328.17,8.517322173550271,2023-07-29,2023-07-29,118230.0,25267.4,0.7,61.1382,0.64,0.22400000000000003,14.3,1.024,0.1,901.616,0.0074800000000000005,6821.6,5803.4,2593.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-05,57083,133150,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1353,6388,62882.31,9.843818096430809,2023-08-05,2023-08-05,153377.75,32927.75,0.925,76.7565,0.925,0.285,17.35,1.3325,0.125,1106.56,-0.004525,9141.5,7771.75,3238.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-12,36814,119510,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1893,9427,92865.14,9.850974859446271,2023-08-12,2023-08-12,153377.75,32927.75,0.925,76.7565,0.925,0.285,17.35,1.3325,0.125,1106.56,-0.004525,9141.5,7771.75,3238.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-19,42352,114914,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1391,6810,67146.16,9.859935389133629,2023-08-19,2023-08-19,153377.75,32927.75,0.925,76.7565,0.925,0.285,17.35,1.3325,0.125,1106.56,-0.004525,9141.5,7771.75,3238.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26,40407,121399,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2672,14188,135492.17,9.549772342824925,2023-08-26,2023-08-26,153377.75,32927.75,0.925,76.7565,0.925,0.285,17.35,1.3325,0.125,1106.56,-0.004525,9141.5,7771.75,3238.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-02,51724,106023,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2309,11276,110830.75,9.828906527137285,2023-09-02,2023-09-02,115861.2,24433.8,0.76,61.5578,0.74,0.23199999999999998,13.559999999999999,1.066,0.13999999999999999,881.82,-0.00078,7094.2,6034.0,2601.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-09,57424,121170,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1419,7473,76920.46,10.29311655292386,2023-09-09,2023-09-09,115861.2,24433.8,0.76,61.5578,0.74,0.23199999999999998,13.559999999999999,1.066,0.13999999999999999,881.82,-0.00078,7094.2,6034.0,2601.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-16,46484,113582,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2956,15090,159596.34,10.576298210735589,2023-09-16,2023-09-16,115861.2,24433.8,0.76,61.5578,0.74,0.23199999999999998,13.559999999999999,1.066,0.13999999999999999,881.82,-0.00078,7094.2,6034.0,2601.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-23,69575,195990,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2709,13061,133883.36,10.250620932547276,2023-09-23,2023-09-23,115861.2,24433.8,0.76,61.5578,0.74,0.23199999999999998,13.559999999999999,1.066,0.13999999999999999,881.82,-0.00078,7094.2,6034.0,2601.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30,60432,176800,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2962,12696,141531.22,11.14770163831128,2023-09-30,2023-09-30,115861.2,24433.8,0.76,61.5578,0.74,0.23199999999999998,13.559999999999999,1.066,0.13999999999999999,881.82,-0.00078,7094.2,6034.0,2601.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07,56567,168174,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1679,7919,84041.5,10.612640484909711,2023-10-07,2023-10-07,148566.5,31336.0,0.975,76.91775,0.8,0.2775,15.95,1.3325,0.125,1064.745,-0.008525,9501.75,8250.5,3463.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-14,62967,145754,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2306,12759,117330.27,9.19588290618387,2023-10-14,2023-10-14,148566.5,31336.0,0.975,76.91775,0.8,0.2775,15.95,1.3325,0.125,1064.745,-0.008525,9501.75,8250.5,3463.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-21,79013,187389,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2780,15731,138183.26,8.784137054224145,2023-10-21,2023-10-21,148566.5,31336.0,0.975,76.91775,0.8,0.2775,15.95,1.3325,0.125,1064.745,-0.008525,9501.75,8250.5,3463.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-28,61660,175757,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2712,14302,130583.12,9.13040973290449,2023-10-28,2023-10-28,148566.5,31336.0,0.975,76.91775,0.8,0.2775,15.95,1.3325,0.125,1064.745,-0.008525,9501.75,8250.5,3463.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04,66770,187203,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2417,12014,117152.48,9.75133011486599,2023-11-04,2023-11-04,152106.5,34155.25,0.925,76.76275,0.775,0.2725,15.325,1.3325,0.225,1115.015,0.0118,9157.5,7804.75,3278.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-11,56528,157753,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2577,13290,125869.25,9.470974416854778,2023-11-11,2023-11-11,152106.5,34155.25,0.925,76.76275,0.775,0.2725,15.325,1.3325,0.225,1115.015,0.0118,9157.5,7804.75,3278.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-11-18,79219,173873,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4261,26403,201884.67,7.646277695716396,2023-11-18,2023-11-18,152106.5,34155.25,0.925,76.76275,0.775,0.2725,15.325,1.3325,0.225,1115.015,0.0118,9157.5,7804.75,3278.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-11-25,144295,236038,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4342,25236,201306.77,7.97696822000317,2023-11-25,2023-11-25,152106.5,34155.25,0.925,76.76275,0.775,0.2725,15.325,1.3325,0.225,1115.015,0.0118,9157.5,7804.75,3278.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-12-02,61154,175741,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2190,10528,100837.68,9.578047112462006,2023-12-02,2023-12-02,131448.6,33407.2,0.76,61.349199999999996,0.6799999999999999,0.21600000000000003,13.940000000000001,1.066,0.22000000000000003,937.01,0.010100000000000001,7995.2,6583.6,2744.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-09,46756,149682,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2118,11162,102590.68,9.1910661171833,2023-12-09,2023-12-09,131448.6,33407.2,0.76,61.349199999999996,0.6799999999999999,0.21600000000000003,13.940000000000001,1.066,0.22000000000000003,937.01,0.010100000000000001,7995.2,6583.6,2744.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-12-16,51937,133280,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1628,8707,84703.36,9.728191110600664,2023-12-16,2023-12-16,131448.6,33407.2,0.76,61.349199999999996,0.6799999999999999,0.21600000000000003,13.940000000000001,1.066,0.22000000000000003,937.01,0.010100000000000001,7995.2,6583.6,2744.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-12-23,43565,118780,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1986,10891,96966.15,8.90332843632357,2023-12-23,2023-12-23,131448.6,33407.2,0.76,61.349199999999996,0.6799999999999999,0.21600000000000003,13.940000000000001,1.066,0.22000000000000003,937.01,0.010100000000000001,7995.2,6583.6,2744.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-30,145376,199856,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2446,11733,115001.77,9.801565669479247,2023-12-30,2023-12-30,131448.6,33407.2,0.76,61.349199999999996,0.6799999999999999,0.21600000000000003,13.940000000000001,1.066,0.22000000000000003,937.01,0.010100000000000001,7995.2,6583.6,2744.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,55113,135029,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2005,9707,93484.48,9.630625321932625,2024-01-06,2024-01-06,134958.5,27520.75,0.925,77.10425,0.775,0.26,19.75,1.3325,0.175,1201.1225,0.006375,8956.75,7744.75,2914.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-13,73770,135013,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1966,8865,92602.46,10.44584997179921,2024-01-13,2024-01-13,134958.5,27520.75,0.925,77.10425,0.775,0.26,19.75,1.3325,0.175,1201.1225,0.006375,8956.75,7744.75,2914.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-20,55021,137741,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2308,10658,109338.19,10.258790579846126,2024-01-20,2024-01-20,134958.5,27520.75,0.925,77.10425,0.775,0.26,19.75,1.3325,0.175,1201.1225,0.006375,8956.75,7744.75,2914.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-27,92308,137900,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2519,11992,124780.48,10.405310206804536,2024-01-27,2024-01-27,134958.5,27520.75,0.925,77.10425,0.775,0.26,19.75,1.3325,0.175,1201.1225,0.006375,8956.75,7744.75,2914.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-03,64467,97354,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2088,8906,92696.1,10.408275320008984,2024-02-03,2024-02-03,136042.25,28496.0,0.975,77.5815,0.8,0.28,19.225,1.3325,0.175,1252.99,0.0108,8530.0,7237.0,2989.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-10,48823,79188,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1602,7853,77860.65,9.91476505793964,2024-02-10,2024-02-10,136042.25,28496.0,0.975,77.5815,0.8,0.28,19.225,1.3325,0.175,1252.99,0.0108,8530.0,7237.0,2989.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-02-17,51360,104747,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2279,11717,105607.27,9.0131663395067,2024-02-17,2024-02-17,136042.25,28496.0,0.975,77.5815,0.8,0.28,19.225,1.3325,0.175,1252.99,0.0108,8530.0,7237.0,2989.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24,86113,144933,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2625,15111,127916.94,8.465153861425453,2024-02-24,2024-02-24,136042.25,28496.0,0.975,77.5815,0.8,0.28,19.225,1.3325,0.175,1252.99,0.0108,8530.0,7237.0,2989.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02,61882,118316,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2092,8647,101530.21,11.741668786862496,2024-03-02,2024-03-02,119539.0,25398.6,0.78,62.4664,0.7,0.22200000000000003,15.88,1.066,0.16,1034.114,0.00634,7132.0,5990.0,2665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-09,45251,103139,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2015,10295,102375.39,9.944185526954833,2024-03-09,2024-03-09,119539.0,25398.6,0.78,62.4664,0.7,0.22200000000000003,15.88,1.066,0.16,1034.114,0.00634,7132.0,5990.0,2665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,69611,134642,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1922,9002,95372.41,10.594580093312596,2024-03-16,2024-03-16,119539.0,25398.6,0.78,62.4664,0.7,0.22200000000000003,15.88,1.066,0.16,1034.114,0.00634,7132.0,5990.0,2665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
